token	type
lightskyblue (#77C2FF)	color
cadetblue (#77A5C2)	color
indianred (#C27759)	color
rosybrown (#C27777)	color
darkorchid (#772CC2)	color
orchid (#C277E1)	color
khaki (#C2F077)	color
darkkhaki (#B4C277)	color
slateblue (#7768C2)	color
indianred (#C26877)	color
mediumaquamarine (#77C2B4)	color
aquamarine (#77F0C2)	color
orchid (#E177C2)	color
mediumvioletred (#C22C77)	color
slateblue (#7777C2)	color
steelblue (#5977C2)	color
darkkhaki (#C2A577)	color
lightsalmon (#FFC277)	color
skyblue (#77C2D2)	color
mediumvioletred (#C21D77)	color
darkseagreen (#86C277)	color
yellowgreen (#77C24A)	color
mediumpurple (#9677C2)	color
darkgoldenrod (#C2770E)	color
darkkhaki (#C2C277)	color
skyblue (#77DBDB)	color
royalblue (#4077DB)	color
peru (#DB774A)	color
khaki (#E6DB77)	color
yellowgreen (#77DB36)	color
slateblue (#7754DB)	color
khaki (#F0DB77)	color
yellowgreen (#77DB2C)	color
slateblue (#775EDB)	color
violet (#DB77FA)	color
mediumvioletred (#DB2277)	color
mediumslateblue (#7768DB)	color
chocolate (#DB7704)	color
mediumvioletred (#DB1877)	color
lightgreen (#72DB77)	color
darkviolet (#770EDB)	color
mediumvioletred (#DB0E77)	color
lightgreen (#77DB72)	color
blueviolet (#7718DB)	color
dodgerblue (#0477DB)	color
palevioletred (#DB6877)	color
blueviolet (#7722DB)	color
violet (#FA77DB)	color
indianred (#DB5E77)	color
mediumseagreen (#2CDB77)	color
skyblue (#77DBF0)	color
indianred (#DB5477)	color
mediumseagreen (#36DB77)	color
skyblue (#77DBE6)	color
royalblue (#4A77DB)	color
peru (#DB7740)	color
khaki (#DBDB77)	color
aquamarine (#77F4F4)	color
mediumslateblue (#7277F4)	color
violet (#F477FF)	color
lightgreen (#81F477)	color
aquamarine (#77F4E6)	color
cornflowerblue (#778BF4)	color
springgreen (#0EF477)	color
lightgreen (#77F459)	color
blueviolet (#7718F4)	color
palevioletred (#F4779A)	color
khaki (#F4CD77)	color
cornflowerblue (#77A5F4)	color
chocolate (#F47727)	color
deeppink (#F44077)	color
springgreen (#31F477)	color
lightskyblue (#77B3F4)	color
lightsalmon (#F4B377)	color
lawngreen (#77F431)	color
blueviolet (#7740F4)	color
dodgerblue (#2777F4)	color
lightsalmon (#F4A577)	color
lightskyblue (#77CDF4)	color
mediumpurple (#9A77F4)	color
deeppink (#F41877)	color
lightgreen (#59F477)	color
lawngreen (#77F40E)	color
salmon (#F48B77)	color
khaki (#E6F477)	color
lightgreen (#77F481)	color
violet (#FF77F4)	color
salmon (#F47772)	color
khaki (#F4F477)	color
maroon (#770D0D)	color
darkgoldenrod (#A4770D)	color
darkcyan (#0D77B4)	color
midnightblue (#1D0D77)	color
darkmagenta (#770D95)	color
yellowgreen (#77C30D)	color
midnightblue (#2C0D77)	color
purple (#770D86)	color
lawngreen (#77D20D)	color
forestgreen (#0D773B)	color
teal (#0D7777)	color
lawngreen (#77E10D)	color
seagreen (#0D774A)	color
teal (#0D6877)	color
deeppink (#F00D77)	color
saddlebrown (#77590D)	color
teal (#0D5977)	color
blueviolet (#770DF0)	color
olive (#77680D)	color
darkolivegreen (#4A770D)	color
springgreen (#0DE177)	color
olive (#77770D)	color
forestgreen (#3B770D)	color
springgreen (#0DD277)	color
purple (#860D77)	color
maroon (#770D2C)	color
mediumseagreen (#0DC377)	color
darkmagenta (#950D77)	color
maroon (#770D1D)	color
darkgoldenrod (#B4770D)	color
darkcyan (#0D77A4)	color
midnightblue (#0D0D77)	color
saddlebrown (#772626)	color
chocolate (#D77726)	color
seagreen (#267768)	color
mediumvioletred (#B82677)	color
brown (#772645)	color
lawngreen (#77FA26)	color
darkslateblue (#4A2677)	color
darkorchid (#7726B3)	color
olivedrab (#778B26)	color
royalblue (#2677DB)	color
midnightblue (#262277)	color
brown (#771D26)	color
seagreen (#26776D)	color
seagreen (#269077)	color
mediumvioletred (#AF2677)	color
lawngreen (#77FF26)	color
springgreen (#26FF77)	color
darkorchid (#7726AF)	color
olivedrab (#779026)	color
olivedrab (#6D7726)	color
midnightblue (#261D77)	color
saddlebrown (#772226)	color
chocolate (#DB7726)	color
seagreen (#268B77)	color
mediumvioletred (#B32677)	color
brown (#77264A)	color
springgreen (#26FA77)	color
darkslateblue (#452677)	color
darkorchid (#7726B8)	color
olivedrab (#687726)	color
royalblue (#2677D7)	color
midnightblue (#262677)	color
sienna (#773F3F)	color
forestgreen (#09773F)	color
darkolivegreen (#3F771D)	color
darkslateblue (#543F77)	color
blueviolet (#773FF5)	color
brown (#77313F)	color
darkslateblue (#683F77)	color
blueviolet (#773FE1)	color
sienna (#77453F)	color
seagreen (#3F777C)	color
mediumseagreen (#3FCC77)	color
darkolivegreen (#77593F)	color
steelblue (#3F7790)	color
mediumseagreen (#3FB877)	color
darkslateblue (#6D3F77)	color
olivedrab (#77A43F)	color
mediumseagreen (#3FA477)	color
dimgray (#773F6D)	color
yellowgreen (#77B83F)	color
sienna (#90773F)	color
darkslateblue (#3F5977)	color
yellowgreen (#77CC3F)	color
olivedrab (#7C773F)	color
darkslateblue (#3F4577)	color
indianred (#E13F77)	color
dimgray (#773F68)	color
darkslateblue (#3F3177)	color
deeppink (#F53F77)	color
dimgray (#773F54)	color
seagreen (#1D773F)	color
forestgreen (#3F7709)	color
darkslateblue (#3F3F77)	color
dimgray (#775858)	color
seagreen (#3B7758)	color
royalblue (#5877D2)	color
lightcoral (#EF5877)	color
slateblue (#7758A4)	color
dimgray (#776858)	color
dimgray (#865877)	color
saddlebrown (#77580E)	color
lightgreen (#77FF58)	color
darkolivegreen (#58771C)	color
dimgray (#587777)	color
gray (#779658)	color
steelblue (#5877B3)	color
mediumseagreen (#58E077)	color
darkslategray (#2C5877)	color
dimgray (#774A58)	color
darkslateblue (#584A77)	color
saddlebrown (#77582C)	color
yellowgreen (#77E058)	color
indianred (#B37758)	color
mediumseagreen (#589677)	color
dimgray (#777758)	color
seagreen (#1C7758)	color
lightgreen (#58FF77)	color
teal (#0E5877)	color
dimgray (#775886)	color
dimgray (#586877)	color
indianred (#A45877)	color
mediumslateblue (#7758EF)	color
indianred (#D27758)	color
darkolivegreen (#58773B)	color
dimgray (#585877)	color
dimgray (#777171)	color
dimgray (#6D7771)	color
slategray (#717786)	color
gray (#8B7177)	color
dimgray (#777154)	color
gray (#779F71)	color
gray (#A47177)	color
darkolivegreen (#77713B)	color
darkseagreen (#77B971)	color
slateblue (#7177BD)	color
purple (#712277)	color
darkseagreen (#77D271)	color
mediumslateblue (#7177D6)	color
purple (#710877)	color
lightcoral (#EB7177)	color
lightgreen (#77EF71)	color
lightgreen (#71EF77)	color
mediumslateblue (#7771EB)	color
purple (#770871)	color
lightcoral (#D67771)	color
darkseagreen (#71D277)	color
purple (#772271)	color
indianred (#BD7771)	color
darkseagreen (#71B977)	color
seagreen (#3B7177)	color
lightslategray (#7771A4)	color
gray (#719F77)	color
dimgray (#547177)	color
slategray (#77718B)	color
gray (#867771)	color
dimgray (#71776D)	color
dimgray (#717177)	color
slategray (#778A8A)	color
gray (#9F778A)	color
sienna (#8A773B)	color
seagreen (#268A77)	color
olive (#778A04)	color
lightgreen (#77D78A)	color
rosybrown (#C28A77)	color
gray (#778A68)	color
slategray (#77728A)	color
gray (#8A775E)	color
darkseagreen (#8ACC77)	color
purple (#770E8A)	color
mediumslateblue (#8A77F9)	color
purple (#8A3177)	color
rosybrown (#AA8A77)	color
lightslategray (#77958A)	color
gray (#8A9577)	color
lightslategray (#778AAA)	color
darkslateblue (#77318A)	color
lightcoral (#F9778A)	color
purple (#8A0E77)	color
darkseagreen (#77CC8A)	color
slategray (#5E778A)	color
gray (#8A7277)	color
gray (#688A77)	color
lightslategray (#778AC2)	color
lightgreen (#8AD777)	color
teal (#048A77)	color
olivedrab (#778A26)	color
steelblue (#3B778A)	color
lightslategray (#8A779F)	color
gray (#8A8A77)	color
cadetblue (#77A3A3)	color
palevioletred (#D177A3)	color
mediumpurple (#A377F0)	color
darkkhaki (#C2A377)	color
cadetblue (#77A3B3)	color
darkmagenta (#770EA3)	color
darksalmon (#E0A377)	color
cadetblue (#77A395)	color
darkorchid (#772CA3)	color
mediumpurple (#A377FE)	color
gray (#A37777)	color
slateblue (#774AA3)	color
darkgoldenrod (#A3771C)	color
indianred (#A35977)	color
cadetblue (#68A377)	color
darkslateblue (#773AA3)	color
mediumvioletred (#A33A77)	color
gray (#77A368)	color
slategray (#7759A3)	color
darkcyan (#1C77A3)	color
indianred (#A34A77)	color
lightslategray (#7777A3)	color
hotpink (#FE77A3)	color
mediumvioletred (#A32C77)	color
darkseagreen (#95A377)	color
cornflowerblue (#77A3E0)	color
darkmagenta (#A30E77)	color
darkkhaki (#B3A377)	color
cadetblue (#77A3C2)	color
hotpink (#F077A3)	color
mediumpurple (#A377D1)	color
darkkhaki (#A3A377)	color
mediumaquamarine (#77BCBC)	color
darkcyan (#0477BC)	color
rosybrown (#BC77A4)	color
mediumseagreen (#5DBC77)	color
darkseagreen (#77BC63)	color
slateblue (#7745BC)	color
lightsalmon (#FEBC77)	color
mediumaquamarine (#77BCC2)	color
mediumaquamarine (#77E6BC)	color
rosybrown (#BC779F)	color
mediumvioletred (#BC2177)	color
lightslategray (#7786BC)	color
peru (#BC773F)	color
rosybrown (#BC8177)	color
mediumseagreen (#27BC77)	color
mediumaquamarine (#77E0BC)	color
darkkhaki (#BCE077)	color
yellowgreen (#77BC27)	color
lightslategray (#7781BC)	color
steelblue (#3F77BC)	color
rosybrown (#BC8677)	color
darkorchid (#7721BC)	color
mediumpurple (#9F77BC)	color
darkkhaki (#BCE677)	color
darkkhaki (#C2BC77)	color
lightskyblue (#77BCFE)	color
indianred (#BC4577)	color
mediumseagreen (#63BC77)	color
darkseagreen (#77BC5D)	color
mediumpurple (#A477BC)	color
darkgoldenrod (#BC7704)	color
darkkhaki (#BCBC77)	color
skyblue (#77D5D5)	color
royalblue (#3677D5)	color
indianred (#D57759)	color
khaki (#F9D577)	color
lawngreen (#77D513)	color
mediumpurple (#777CD5)	color
mediumseagreen (#1CD577)	color
skyblue (#77D5EF)	color
cornflowerblue (#779FD5)	color
peru (#D5773F)	color
burlywood (#D5CC77)	color
skyblue (#77C3D5)	color
indianred (#D57762)	color
burlywood (#D5A977)	color
khaki (#E6D577)	color
cornflowerblue (#7786D5)	color
darksalmon (#D58677)	color
skyblue (#77D5E6)	color
cornflowerblue (#77A9D5)	color
slateblue (#6277D5)	color
burlywood (#D5C377)	color
skyblue (#77CCD5)	color
royalblue (#3F77D5)	color
darksalmon (#D59F77)	color
khaki (#EFD577)	color
yellowgreen (#77D51C)	color
lightcoral (#D57C77)	color
springgreen (#13D577)	color
lightskyblue (#77D5F9)	color
royalblue (#5977D5)	color
peru (#D57736)	color
burlywood (#D5D577)	color
aquamarine (#77EEEE)	color
mediumslateblue (#6877EE)	color
darkorange (#EE770E)	color
lightgreen (#94EE77)	color
aquamarine (#77EEC2)	color
skyblue (#77B3EE)	color
mediumseagreen (#3AEE77)	color
lawngreen (#77EE1C)	color
mediumslateblue (#7759EE)	color
violet (#EE77E0)	color
lightcoral (#EE7777)	color
aquamarine (#77FFEE)	color
lightcoral (#EE7785)	color
khaki (#EED177)	color
lightgreen (#A5EE77)	color
blueviolet (#772BEE)	color
deeppink (#EE2B77)	color
lightgreen (#77EEA5)	color
skyblue (#77D1EE)	color
mediumslateblue (#8577EE)	color
khaki (#EEFF77)	color
mediumslateblue (#7777EE)	color
violet (#E077EE)	color
lightcoral (#EE5977)	color
springgreen (#1CEE77)	color
yellowgreen (#77EE3A)	color
burlywood (#EEB377)	color
khaki (#C2EE77)	color
lightgreen (#77EE94)	color
dodgerblue (#0E77EE)	color
salmon (#EE7768)	color
khaki (#EEEE77)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888888)	color
gray (#888080)	color
slategray (#548880)	color
cornflowerblue (#8088E9)	color
teal (#168088)	color
mediumpurple (#8880BF)	color
gray (#887E80)	color
rosybrown (#AB8088)	color
olivedrab (#88802A)	color
purple (#881480)	color
olivedrab (#808840)	color
gray (#809588)	color
darkseagreen (#88A980)	color
mediumpurple (#8088D5)	color
lightgreen (#80FF88)	color
steelblue (#3D8088)	color
gray (#886A80)	color
gray (#806A88)	color
olivedrab (#88803D)	color
lightgreen (#88FF80)	color
darksalmon (#D58880)	color
darkseagreen (#80A988)	color
gray (#889580)	color
seagreen (#408880)	color
purple (#801488)	color
teal (#2A8088)	color
lightslategray (#8880AB)	color
gray (#807E88)	color
rosybrown (#BF8088)	color
olive (#888016)	color
lightcoral (#E98880)	color
dimgray (#808854)	color
gray (#808088)	color
gray (#887878)	color
teal (#208878)	color
olivedrab (#78884A)	color
rosybrown (#A37888)	color
mediumslateblue (#8878F5)	color
gray (#887478)	color
palevioletred (#CD7888)	color
mediumpurple (#8878CB)	color
gray (#889F78)	color
cornflowerblue (#7888F7)	color
lightslategray (#78A188)	color
darkseagreen (#88C978)	color
olivedrab (#788822)	color
slategray (#787688)	color
lightcoral (#F37888)	color
dimgray (#884C78)	color
dimgray (#784C88)	color
mediumslateblue (#8878F3)	color
gray (#887678)	color
seagreen (#228878)	color
darkseagreen (#78C988)	color
gray (#88A178)	color
salmon (#F78878)	color
lightslategray (#789F88)	color
palevioletred (#CB7888)	color
mediumpurple (#8878CD)	color
slategray (#787488)	color
lightcoral (#F57888)	color
lightslategray (#8878A3)	color
seagreen (#4A8878)	color
olivedrab (#788820)	color
slategray (#787888)	color
gray (#887070)	color
salmon (#EB8870)	color
lightslategray (#7088AB)	color
teal (#307088)	color
sienna (#88702C)	color
gray (#886A70)	color
lightcoral (#EF7088)	color
gray (#88706C)	color
purple (#882A70)	color
lightslategray (#7088AF)	color
cadetblue (#70AD88)	color
lightgreen (#88E970)	color
gray (#70886E)	color
lightgreen (#70ED88)	color
rosybrown (#A97088)	color
purple (#882E70)	color
darkslateblue (#702E88)	color
lightslategray (#8870A9)	color
lightgreen (#88ED70)	color
gray (#6E8870)	color
lightgreen (#70E988)	color
darkseagreen (#88AD70)	color
rosybrown (#AF8870)	color
darkslateblue (#702A88)	color
slategray (#6C7088)	color
mediumslateblue (#8870EF)	color
slategray (#706A88)	color
teal (#2C7088)	color
sienna (#887030)	color
rosybrown (#AB8870)	color
cornflowerblue (#7088EB)	color
slategray (#707088)	color
dimgray (#886868)	color
rosybrown (#B78868)	color
olivedrab (#68880C)	color
palevioletred (#BD6888)	color
dimgray (#886862)	color
dimgray (#886068)	color
teal (#126888)	color
olive (#88680E)	color
darkseagreen (#88B568)	color
dimgray (#688866)	color
cadetblue (#68B988)	color
purple (#880A68)	color
steelblue (#6888BB)	color
slategray (#686488)	color
slategray (#5E6888)	color
purple (#881068)	color
purple (#681088)	color
dimgray (#88685E)	color
dimgray (#886468)	color
rosybrown (#BB8868)	color
purple (#680A88)	color
darkseagreen (#88B968)	color
dimgray (#668868)	color
cadetblue (#68B588)	color
teal (#0E6888)	color
olive (#886812)	color
dimgray (#686088)	color
slategray (#626888)	color
mediumpurple (#8868BD)	color
teal (#0C8868)	color
cadetblue (#6888B7)	color
slategray (#686888)	color
dimgray (#886060)	color
gray (#838860)	color
dimgray (#60886C)	color
darkslateblue (#4A6088)	color
slategray (#886099)	color
dimgray (#885660)	color
darkslateblue (#346088)	color
slateblue (#8860AF)	color
dimgray (#884060)	color
olivedrab (#60881E)	color
mediumaquamarine (#60C588)	color
purple (#882A60)	color
olivedrab (#608808)	color
mediumaquamarine (#60DB88)	color
teal (#146088)	color
lightgreen (#88F260)	color
lightgreen (#60F288)	color
saddlebrown (#886014)	color
yellowgreen (#88DB60)	color
teal (#088860)	color
darkslateblue (#602A88)	color
darkseagreen (#88C560)	color
seagreen (#1E8860)	color
darkslateblue (#604088)	color
palevioletred (#AF6088)	color
sienna (#886034)	color
darkslateblue (#605688)	color
gray (#996088)	color
sienna (#88604A)	color
dimgray (#6C8860)	color
slategray (#608883)	color
dimgray (#606088)	color
dimgray (#885858)	color
seagreen (#4E8858)	color
steelblue (#5888CD)	color
palevioletred (#D75888)	color
mediumpurple (#8858CF)	color
dimgray (#884C58)	color
darkslateblue (#565888)	color
sienna (#885850)	color
yellowgreen (#88CB58)	color
cornflowerblue (#5888D5)	color
mediumaquamarine (#58D188)	color
dimgray (#884A58)	color
dimgray (#588854)	color
darkslateblue (#585288)	color
palevioletred (#C95888)	color
yellowgreen (#88D358)	color
mediumaquamarine (#58D388)	color
slateblue (#8858C9)	color
dimgray (#885258)	color
seagreen (#548858)	color
darkslateblue (#584A88)	color
yellowgreen (#88D158)	color
peru (#D58858)	color
mediumaquamarine (#58CB88)	color
darkslateblue (#505888)	color
dimgray (#885856)	color
darkslateblue (#584C88)	color
palevioletred (#CF5888)	color
mediumpurple (#8858D7)	color
peru (#CD8858)	color
darkolivegreen (#58884E)	color
darkslateblue (#585888)	color
sienna (#885050)	color
seagreen (#1A8850)	color
darkolivegreen (#50882E)	color
darkslateblue (#655088)	color
saddlebrown (#885006)	color
sienna (#884250)	color
dimgray (#795088)	color
mediumslateblue (#8850F2)	color
sienna (#885650)	color
cadetblue (#50888D)	color
mediumaquamarine (#50DD88)	color
dimgray (#886A50)	color
steelblue (#5088A1)	color
mediumseagreen (#50C988)	color
dimgray (#7E5088)	color
yellowgreen (#88B550)	color
mediumseagreen (#50B588)	color
dimgray (#88507E)	color
yellowgreen (#88C950)	color
peru (#A18850)	color
slategray (#506A88)	color
yellowgreen (#88DD50)	color
gray (#8D8850)	color
darkslateblue (#505688)	color
palevioletred (#F25088)	color
dimgray (#885079)	color
darkslateblue (#504288)	color
teal (#065088)	color
dimgray (#885065)	color
seagreen (#2E8850)	color
olivedrab (#50881A)	color
darkslateblue (#505088)	color
sienna (#884848)	color
peru (#E58848)	color
cadetblue (#48888F)	color
palevioletred (#F24888)	color
sienna (#88483C)	color
brown (#883848)	color
gray (#9B4888)	color
gray (#884893)	color
yellowgreen (#88E148)	color
seagreen (#488844)	color
mediumaquamarine (#48EA88)	color
olivedrab (#888B48)	color
cornflowerblue (#4888EE)	color
darkslateblue (#484088)	color
darkslateblue (#344888)	color
olivedrab (#889748)	color
cadetblue (#489788)	color
sienna (#884834)	color
sienna (#884048)	color
coral (#EE8848)	color
cadetblue (#488B88)	color
yellowgreen (#88EA48)	color
seagreen (#448848)	color
mediumaquamarine (#48E188)	color
gray (#934888)	color
darkorchid (#88489B)	color
darkslateblue (#483888)	color
darkslateblue (#3C4888)	color
blueviolet (#8848F2)	color
olivedrab (#8F8848)	color
cornflowerblue (#4888E5)	color
darkslateblue (#484888)	color
sienna (#884040)	color
peru (#B18840)	color
royalblue (#4088EF)	color
darkslateblue (#7F4088)	color
dimgray (#884073)	color
brown (#882E40)	color
mediumvioletred (#BD4088)	color
sienna (#884034)	color
sienna (#886C40)	color
dodgerblue (#4088FC)	color
springgreen (#40F688)	color
yellowgreen (#88AB40)	color
seagreen (#40883A)	color
mediumseagreen (#40B788)	color
deeppink (#E94088)	color
olivedrab (#887940)	color
steelblue (#407988)	color
blueviolet (#8840E9)	color
yellowgreen (#88B740)	color
seagreen (#3A8840)	color
mediumseagreen (#40AB88)	color
greenyellow (#88F640)	color
coral (#FC8840)	color
darkslateblue (#406C88)	color
darkslateblue (#344088)	color
darkorchid (#8840BD)	color
darkslateblue (#402E88)	color
darkslateblue (#734088)	color
dimgray (#88407F)	color
coral (#EF8840)	color
steelblue (#4088B1)	color
darkslateblue (#404088)	color
brown (#883838)	color
olivedrab (#7D8838)	color
seagreen (#388850)	color
midnightblue (#0C3888)	color
darkorchid (#8838A9)	color
brown (#882438)	color
mediumvioletred (#E03888)	color
blueviolet (#8838D5)	color
greenyellow (#88F738)	color
steelblue (#3888B3)	color
indigo (#380288)	color
yellowgreen (#88CB38)	color
steelblue (#388887)	color
darkslateblue (#382E88)	color
mediumvioletred (#9F3888)	color
sienna (#885B38)	color
darkslateblue (#385B88)	color
darkorchid (#88389F)	color
brown (#882E38)	color
olivedrab (#878838)	color
mediumseagreen (#38CB88)	color
brown (#880238)	color
peru (#B38838)	color
springgreen (#38F788)	color
mediumvioletred (#D53888)	color
blueviolet (#8838E0)	color
darkslateblue (#382488)	color
mediumvioletred (#A93888)	color
saddlebrown (#88380C)	color
darkolivegreen (#508838)	color
seagreen (#38887D)	color
darkslateblue (#383888)	color
brown (#883030)	color
darkolivegreen (#488830)	color
steelblue (#3088B1)	color
darkmagenta (#993088)	color
blueviolet (#8830DF)	color
brown (#881A30)	color
midnightblue (#023088)	color
purple (#883077)	color
olivedrab (#888330)	color
seagreen (#30886B)	color
indigo (#300E88)	color
yellowgreen (#88EB30)	color
royalblue (#3088D4)	color
mediumseagreen (#30A588)	color
darkslateblue (#543088)	color
saddlebrown (#883C30)	color
darkslateblue (#303C88)	color
brown (#883054)	color
olivedrab (#88A530)	color
peru (#D48830)	color
springgreen (#30EB88)	color
brown (#880E30)	color
olivedrab (#6B8830)	color
teal (#308388)	color
darkslateblue (#773088)	color
saddlebrown (#883002)	color
midnightblue (#301A88)	color
mediumvioletred (#DF3088)	color
darkmagenta (#883099)	color
peru (#B18830)	color
seagreen (#308848)	color
darkslateblue (#303088)	color
brown (#882828)	color
forestgreen (#148828)	color
forestgreen (#288812)	color
midnightblue (#262888)	color
saddlebrown (#882816)	color
brown (#881028)	color
midnightblue (#242888)	color
saddlebrown (#882818)	color
brown (#880E28)	color
forestgreen (#288822)	color
midnightblue (#281A88)	color
brown (#880C28)	color
forestgreen (#288820)	color
midnightblue (#281C88)	color
midnightblue (#0A2888)	color
brown (#881E28)	color
midnightblue (#281E88)	color
saddlebrown (#88280A)	color
brown (#881C28)	color
forestgreen (#208828)	color
midnightblue (#280C88)	color
brown (#881A28)	color
forestgreen (#228828)	color
midnightblue (#280E88)	color
midnightblue (#182888)	color
brown (#882824)	color
midnightblue (#281088)	color
midnightblue (#162888)	color
brown (#882826)	color
forestgreen (#128828)	color
forestgreen (#288814)	color
midnightblue (#282888)	color
brown (#882020)	color
goldenrod (#DF8820)	color
seagreen (#208873)	color
mediumvioletred (#B42088)	color
brown (#88204C)	color
darkred (#880620)	color
darkslateblue (#472088)	color
darkorchid (#8820B9)	color
olivedrab (#889920)	color
dodgerblue (#2088DA)	color
midnightblue (#202688)	color
saddlebrown (#882C20)	color
seagreen (#20886D)	color
darkcyan (#209388)	color
mediumvioletred (#BF2088)	color
darkred (#880020)	color
darkblue (#200088)	color
darkorchid (#8820BF)	color
olivedrab (#889320)	color
olivedrab (#6D8820)	color
midnightblue (#202C88)	color
brown (#882620)	color
goldenrod (#DA8820)	color
darkcyan (#209988)	color
mediumvioletred (#B92088)	color
brown (#882047)	color
midnightblue (#200688)	color
darkslateblue (#4C2088)	color
darkorchid (#8820B4)	color
olivedrab (#738820)	color
dodgerblue (#2088DF)	color
midnightblue (#202088)	color
darkred (#881818)	color
darkgoldenrod (#AB8818)	color
dodgerblue (#1888D3)	color
indigo (#411888)	color
purple (#881883)	color
chartreuse (#88FC18)	color
purple (#691888)	color
purple (#88185B)	color
saddlebrown (#882418)	color
darkcyan (#188891)	color
midnightblue (#183288)	color
saddlebrown (#884C18)	color
lightseagreen (#1888BA)	color
darkblue (#180A88)	color
purple (#741888)	color
lawngreen (#88E218)	color
mediumspringgreen (#18E288)	color
purple (#881874)	color
darkred (#880A18)	color
darkgoldenrod (#BA8818)	color
darkslateblue (#184C88)	color
saddlebrown (#883218)	color
olive (#918818)	color
midnightblue (#182488)	color
indigo (#5B1888)	color
purple (#881869)	color
springgreen (#18FC88)	color
purple (#831888)	color
brown (#881841)	color
darkgoldenrod (#D38818)	color
darkcyan (#1888AB)	color
midnightblue (#181888)	color
darkred (#881010)	color
olive (#778810)	color
forestgreen (#108834)	color
mediumvioletred (#CE1088)	color
darkviolet (#8810B9)	color
lawngreen (#88F210)	color
darkmagenta (#8B1088)	color
blueviolet (#8810FC)	color
olivedrab (#88AF10)	color
seagreen (#108849)	color
midnightblue (#103E88)	color
olive (#886C10)	color
green (#108806)	color
teal (#108188)	color
midnightblue (#2A1088)	color
yellowgreen (#88C410)	color
lightseagreen (#10C488)	color
brown (#88102A)	color
olive (#888110)	color
green (#068810)	color
teal (#106C88)	color
saddlebrown (#883E10)	color
olivedrab (#498810)	color
lightseagreen (#10AF88)	color
deeppink (#FC1088)	color
darkmagenta (#88108B)	color
springgreen (#10F288)	color
mediumvioletred (#B91088)	color
darkviolet (#8810CE)	color
forestgreen (#348810)	color
teal (#108877)	color
darkblue (#101088)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
darkgray (#999999)	color
gray (#997070)	color
lightsalmon (#FF9970)	color
cadetblue (#7099A6)	color
teal (#187099)	color
gray (#997057)	color
dimgray (#994E70)	color
palevioletred (#C07099)	color
mediumpurple (#9970AF)	color
lightgreen (#99F670)	color
gray (#709968)	color
purple (#700799)	color
gray (#999E70)	color
olivedrab (#709910)	color
slategray (#705F99)	color
steelblue (#457099)	color
darkseagreen (#99B870)	color
mediumaquamarine (#70B899)	color
sienna (#997045)	color
gray (#995F70)	color
teal (#109970)	color
cadetblue (#709E99)	color
purple (#990770)	color
gray (#689970)	color
lightgreen (#70F699)	color
rosybrown (#AF7099)	color
mediumpurple (#9970C0)	color
darkslateblue (#704E99)	color
slategray (#577099)	color
sienna (#997018)	color
darkkhaki (#A69970)	color
cornflowerblue (#7099FF)	color
slategray (#707099)	color
sienna (#994747)	color
olivedrab (#649947)	color
steelblue (#4799B3)	color
darkorchid (#974799)	color
saddlebrown (#994714)	color
brown (#990347)	color
palevioletred (#E74799)	color
darkorchid (#9947C4)	color
sienna (#995247)	color
olivedrab (#479936)	color
steelblue (#477599)	color
yellowgreen (#99A247)	color
mediumseagreen (#479986)	color
darkslateblue (#472599)	color
hotpink (#F24799)	color
yellowgreen (#99D647)	color
mediumaquamarine (#47D699)	color
blueviolet (#9947F2)	color
brown (#992547)	color
olivedrab (#869947)	color
cadetblue (#47A299)	color
sienna (#997547)	color
seagreen (#369947)	color
darkslateblue (#475299)	color
palevioletred (#C44799)	color
blueviolet (#9947E7)	color
indigo (#470399)	color
darkslateblue (#144799)	color
darkorchid (#994797)	color
peru (#B39947)	color
mediumseagreen (#479964)	color
darkslateblue (#474799)	color
brown (#991E1E)	color
goldenrod (#C9991E)	color
lightseagreen (#1E99C0)	color
darkblue (#161E99)	color
darkorchid (#991ED1)	color
yellowgreen (#99B81E)	color
darkblue (#0D1E99)	color
